Date,HomeTeam,AwayTeam,FTHG,FTAG
2019-04-28,Villarreal,Huesca,1,1
2019-04-29,Betis,Espanol,1,1
2019-05-03,Sevilla,Leganes,0,3
2019-05-04,Alaves,Sociedad,0,1
2019-05-04,Celta,Barcelona,2,0
2019-05-04,Espanol,Ath Madrid,3,0
2019-05-04,Levante,Vallecano,4,1
2019-05-05,Eibar,Betis,1,0
2019-05-05,Getafe,Girona,2,0
2019-05-05,Huesca,Valencia,2,6
2019-05-05,Real Madrid,Villarreal,3,2
2019-05-05,Valladolid,Ath Bilbao,1,0
2019-05-12,Ath Bilbao,Celta,3,1
2019-05-12,Ath Madrid,Sevilla,1,1
2019-05-12,Barcelona,Getafe,2,0
2019-05-12,Betis,Huesca,2,1
2019-05-12,Girona,Levante,1,2
2019-05-12,Leganes,Espanol,0,2
2019-05-12,Sociedad,Real Madrid,3,1
2019-05-12,Valencia,Alaves,3,1
2019-05-12,Vallecano,Valladolid,1,2
2019-05-12,Villarreal,Eibar,1,0
2019-05-18,Alaves,Girona,2,1
2019-05-18,Celta,Vallecano,2,2
2019-05-18,Espanol,Sociedad,2,0
2019-05-18,Getafe,Villarreal,2,2
2019-05-18,Huesca,Leganes,2,1
2019-05-18,Levante,Ath Madrid,2,2
2019-05-18,Sevilla,Ath Bilbao,2,0
2019-05-18,Valladolid,Valencia,0,2
2019-05-19,Eibar,Barcelona,2,2
2019-05-19,Real Madrid,Betis,0,2
